Sexo	Provincias	Edad	Periodo	Total
Hombres	48 Bizkaia	92 años	2028	1.039,849851
Hombres	48 Bizkaia	92 años	2027	1.054,916359
Hombres	48 Bizkaia	92 años	2026	1.014,406481
Hombres	48 Bizkaia	92 años	2025	990,339351
Hombres	48 Bizkaia	92 años	2024	902,078470
Hombres	48 Bizkaia	92 años	2023	878,668217
Hombres	48 Bizkaia	92 años	2022	845,727677
Hombres	48 Bizkaia	93 años	2037	1.005,526660
Hombres	48 Bizkaia	93 años	2036	866,763604
Hombres	48 Bizkaia	93 años	2035	808,677156
Hombres	48 Bizkaia	93 años	2034	890,511539
Hombres	48 Bizkaia	93 años	2033	636,435614
Hombres	48 Bizkaia	93 años	2032	685,506736
Hombres	48 Bizkaia	93 años	2031	763,921844
Hombres	48 Bizkaia	93 años	2030	828,371575
Hombres	48 Bizkaia	93 años	2029	852,355391
Hombres	48 Bizkaia	93 años	2028	862,506726
Hombres	48 Bizkaia	93 años	2027	827,814764
Hombres	48 Bizkaia	93 años	2026	806,159670
Hombres	48 Bizkaia	93 años	2025	732,533956
Hombres	48 Bizkaia	93 años	2024	711,624851
Hombres	48 Bizkaia	93 años	2023	678,020791
Hombres	48 Bizkaia	93 años	2022	672,628002
Hombres	48 Bizkaia	94 años	2037	708,029768
Hombres	48 Bizkaia	94 años	2036	659,273300
Hombres	48 Bizkaia	94 años	2035	724,835800
Hombres	48 Bizkaia	94 años	2034	517,187171
Hombres	48 Bizkaia	94 años	2033	555,897305
Hombres	48 Bizkaia	94 años	2032	617,965495
Hombres	48 Bizkaia	94 años	2031	668,796303
Hombres	48 Bizkaia	94 años	2030	686,413936
Hombres	48 Bizkaia	94 años	2029	692,798540
Hombres	48 Bizkaia	94 años	2028	663,625381
Hombres	48 Bizkaia	94 años	2027	644,620561
Hombres	48 Bizkaia	94 años	2026	584,299664
Hombres	48 Bizkaia	94 años	2025	566,079906
Hombres	48 Bizkaia	94 años	2024	537,787301
Hombres	48 Bizkaia	94 años	2023	527,543066
Hombres	48 Bizkaia	94 años	2022	420,933978
Hombres	48 Bizkaia	95 años	2037	528,966863
Hombres	48 Bizkaia	95 años	2036	580,702769
Hombres	48 Bizkaia	95 años	2035	413,734039
Hombres	48 Bizkaia	95 años	2034	443,830299
Hombres	48 Bizkaia	95 años	2033	492,246087
Hombres	48 Bizkaia	95 años	2032	531,750282
Hombres	48 Bizkaia	95 años	2031	544,469607
Hombres	48 Bizkaia	95 años	2030	548,217163
Hombres	48 Bizkaia	95 años	2029	524,172456
Hombres	48 Bizkaia	95 años	2028	507,954087
Hombres	48 Bizkaia	95 años	2027	459,368417
Hombres	48 Bizkaia	95 años	2026	443,922589
Hombres	48 Bizkaia	95 años	2025	420,605445
Hombres	48 Bizkaia	95 años	2024	411,525426
Hombres	48 Bizkaia	95 años	2023	324,363694
Hombres	48 Bizkaia	95 años	2022	305,589474
Hombres	48 Bizkaia	96 años	2037	457,505688
Hombres	48 Bizkaia	96 años	2036	325,538085
Hombres	48 Bizkaia	96 años	2035	348,593683
Hombres	48 Bizkaia	96 años	2034	385,803190
Hombres	48 Bizkaia	96 años	2033	416,050936
Hombres	48 Bizkaia	96 años	2032	425,098131
Hombres	48 Bizkaia	96 años	2031	427,096972
Hombres	48 Bizkaia	96 años	2030	407,692142
Hombres	48 Bizkaia	96 años	2029	394,231002
Hombres	48 Bizkaia	96 años	2028	355,789040
Hombres	48 Bizkaia	96 años	2027	343,047016
Hombres	48 Bizkaia	96 años	2026	324,251267
Hombres	48 Bizkaia	96 años	2025	316,508888
Hombres	48 Bizkaia	96 años	2024	248,967561
Hombres	48 Bizkaia	96 años	2023	230,585559
Hombres	48 Bizkaia	96 años	2022	199,172131
Hombres	48 Bizkaia	97 años	2037	250,831092
Hombres	48 Bizkaia	97 años	2036	268,114859
Hombres	48 Bizkaia	97 años	2035	296,115264
Hombres	48 Bizkaia	97 años	2034	318,771742
Hombres	48 Bizkaia	97 años	2033	325,034250
Hombres	48 Bizkaia	97 años	2032	325,870858
Hombres	48 Bizkaia	97 años	2031	310,544819
Hombres	48 Bizkaia	97 años	2030	299,652673
Hombres	48 Bizkaia	97 años	2029	269,878463
Hombres	48 Bizkaia	97 años	2028	259,631509
Hombres	48 Bizkaia	97 años	2027	244,835230
Hombres	48 Bizkaia	97 años	2026	238,432378
Hombres	48 Bizkaia	97 años	2025	187,168321
Hombres	48 Bizkaia	97 años	2024	172,916130
Hombres	48 Bizkaia	97 años	2023	147,410877
Hombres	48 Bizkaia	97 años	2022	127,631987
Hombres	48 Bizkaia	98 años	2037	202,600978
Hombres	48 Bizkaia	98 años	2036	223,361606
Hombres	48 Bizkaia	98 años	2035	240,088530
Hombres	48 Bizkaia	98 años	2034	244,394663
Hombres	48 Bizkaia	98 años	2033	244,592559
Hombres	48 Bizkaia	98 años	2032	232,766044
Hombres	48 Bizkaia	98 años	2031	224,200130
Hombres	48 Bizkaia	98 años	2030	201,576689
Hombres	48 Bizkaia	98 años	2029	193,565536
Hombres	48 Bizkaia	98 años	2028	182,188890
Hombres	48 Bizkaia	98 años	2027	177,081496
Hombres	48 Bizkaia	98 años	2026	138,769308
Hombres	48 Bizkaia	98 años	2025	127,943229
Hombres	48 Bizkaia	98 años	2024	108,894711
Hombres	48 Bizkaia	98 años	2023	93,398620
Hombres	48 Bizkaia	98 años	2022	98,822131
Hombres	48 Bizkaia	99 años	2037	166,361786
Hombres	48 Bizkaia	99 años	2036	178,656442
Hombres	48 Bizkaia	99 años	2035	181,689089
Hombres	48 Bizkaia	99 años	2034	181,648775
Hombres	48 Bizkaia	99 años	2033	172,739405
Hombres	48 Bizkaia	99 años	2032	166,205762
Hombres	48 Bizkaia	99 años	2031	149,284331
Hombres	48 Bizkaia	99 años	2030	143,201828
Hombres	48 Bizkaia	99 años	2029	134,645894
Hombres	48 Bizkaia	99 años	2028	130,727475
Hombres	48 Bizkaia	99 años	2027	102,340111
Hombres	48 Bizkaia	99 años	2026	94,252547
Hombres	48 Bizkaia	99 años	2025	80,150742
Hombres	48 Bizkaia	99 años	2024	68,656176
Hombres	48 Bizkaia	99 años	2023	72,763726
Hombres	48 Bizkaia	99 años	2022	56,758283
Hombres	48 Bizkaia	100 y más años	2037	336,675602
Hombres	48 Bizkaia	100 y más años	2036	327,778034
Hombres	48 Bizkaia	100 y más años	2035	312,845452
Hombres	48 Bizkaia	100 y más años	2034	291,851742
Hombres	48 Bizkaia	100 y más años	2033	270,455934
Hombres	48 Bizkaia	100 y más años	2032	245,942071
Hombres	48 Bizkaia	100 y más años	2031	226,890853
Hombres	48 Bizkaia	100 y más años	2030	205,180671
Hombres	48 Bizkaia	100 y más años	2029	181,688558
Hombres	48 Bizkaia	100 y más años	2028	150,596211
Hombres	48 Bizkaia	100 y más años	2027	131,901633
Hombres	48 Bizkaia	100 y más años	2026	111,890859
Hombres	48 Bizkaia	100 y más años	2025	95,599955
Hombres	48 Bizkaia	100 y más años	2024	82,305079
Hombres	48 Bizkaia	100 y más años	2023	57,929022
Hombres	48 Bizkaia	100 y más años	2022	39,753092
Hombres	20 Gipuzkoa	Todas las edades	2037	353.551,306655
Hombres	20 Gipuzkoa	Todas las edades	2036	353.754,472491
Hombres	20 Gipuzkoa	Todas las edades	2035	353.905,095369
Hombres	20 Gipuzkoa	Todas las edades	2034	353.963,823751
Hombres	20 Gipuzkoa	Todas las edades	2033	353.912,093228
Hombres	20 Gipuzkoa	Todas las edades	2032	353.752,667061
Hombres	20 Gipuzkoa	Todas las edades	2031	353.481,214946
Hombres	20 Gipuzkoa	Todas las edades	2030	353.098,713697
Hombres	20 Gipuzkoa	Todas las edades	2029	352.598,149009
Hombres	20 Gipuzkoa	Todas las edades	2028	351.990,342101
Hombres	20 Gipuzkoa	Todas las edades	2027	351.288,366813
Hombres	20 Gipuzkoa	Todas las edades	2026	350.493,784919
Hombres	20 Gipuzkoa	Todas las edades	2025	349.620,731077
Hombres	20 Gipuzkoa	Todas las edades	2024	348.686,293788
Hombres	20 Gipuzkoa	Todas las edades	2023	347.693,168765
Hombres	20 Gipuzkoa	Todas las edades	2022	346.789,107383
Hombres	20 Gipuzkoa	65 años	2037	5.185,730669
Hombres	20 Gipuzkoa	65 años	2036	5.145,354145
Hombres	20 Gipuzkoa	65 años	2035	4.985,151682
Hombres	20 Gipuzkoa	65 años	2034	5.050,074218
Hombres	20 Gipuzkoa	65 años	2033	5.074,656342
Hombres	20 Gipuzkoa	65 años	2032	5.056,380636
Hombres	20 Gipuzkoa	65 años	2031	5.011,902586
Hombres	20 Gipuzkoa	65 años	2030	5.047,271956
Hombres	20 Gipuzkoa	65 años	2029	4.875,473577
Hombres	20 Gipuzkoa	65 años	2028	4.598,841116
Hombres	20 Gipuzkoa	65 años	2027	4.775,980006
Hombres	20 Gipuzkoa	65 años	2026	4.689,048918
Hombres	20 Gipuzkoa	65 años	2025	4.773,375090
Hombres	20 Gipuzkoa	65 años	2024	4.632,393830
Hombres	20 Gipuzkoa	65 años	2023	4.530,546398
Hombres	20 Gipuzkoa	65 años	2022	4.534,601821
Hombres	20 Gipuzkoa	66 años	2037	5.092,348814
Hombres	20 Gipuzkoa	66 años	2036	4.933,917260
Hombres	20 Gipuzkoa	66 años	2035	4.996,402617
Hombres	20 Gipuzkoa	66 años	2034	5.019,438530
Hombres	20 Gipuzkoa	66 años	2033	5.001,162448
Hombres	20 Gipuzkoa	66 años	2032	4.956,018332
Hombres	20 Gipuzkoa	66 años	2031	4.991,066397
Hombres	20 Gipuzkoa	66 años	2030	4.820,186050
Hombres	20 Gipuzkoa	66 años	2029	4.547,630220
Hombres	20 Gipuzkoa	66 años	2028	4.719,920521
Hombres	20 Gipuzkoa	66 años	2027	4.634,678741
Hombres	20 Gipuzkoa	66 años	2026	4.715,732372
Hombres	20 Gipuzkoa	66 años	2025	4.575,021147
Hombres	20 Gipuzkoa	66 años	2024	4.474,456441
Hombres	20 Gipuzkoa	66 años	2023	4.471,891511
Hombres	20 Gipuzkoa	66 años	2022	4.104,453391
Hombres	20 Gipuzkoa	67 años	2037	4.879,852699
Hombres	20 Gipuzkoa	67 años	2036	4.940,005880
Hombres	20 Gipuzkoa	67 años	2035	4.961,590709
Hombres	20 Gipuzkoa	67 años	2034	4.943,167364
Hombres	20 Gipuzkoa	67 años	2033	4.897,466687
Hombres	20 Gipuzkoa	67 años	2032	4.932,023454
Hombres	20 Gipuzkoa	67 años	2031	4.762,190559
Hombres	20 Gipuzkoa	67 años	2030	4.493,582721
Hombres	20 Gipuzkoa	67 años	2029	4.661,167964
Hombres	20 Gipuzkoa	67 años	2028	4.577,397594
Hombres	20 Gipuzkoa	67 años	2027	4.655,271558
Hombres	20 Gipuzkoa	67 años	2026	4.514,936156
Hombres	20 Gipuzkoa	67 años	2025	4.415,528775
Hombres	20 Gipuzkoa	67 años	2024	4.410,603587
Hombres	20 Gipuzkoa	67 años	2023	4.046,211602
Hombres	20 Gipuzkoa	67 años	2022	3.915,751205
Hombres	20 Gipuzkoa	68 años	2037	4.881,399290
Hombres	20 Gipuzkoa	68 años	2036	4.901,665081
Hombres	20 Gipuzkoa	68 años	2035	4.883,048474
Hombres	20 Gipuzkoa	68 años	2034	4.836,904088
Hombres	20 Gipuzkoa	68 años	2033	4.870,878175
Hombres	20 Gipuzkoa	68 años	2032	4.702,223885
Hombres	20 Gipuzkoa	68 años	2031	4.437,484071
Hombres	20 Gipuzkoa	68 años	2030	4.600,551624
Hombres	20 Gipuzkoa	68 años	2029	4.518,118824
Hombres	20 Gipuzkoa	68 años	2028	4.592,981750
Hombres	20 Gipuzkoa	68 años	2027	4.453,170710
Hombres	20 Gipuzkoa	68 años	2026	4.354,830610
Hombres	20 Gipuzkoa	68 años	2025	4.347,691614
Hombres	20 Gipuzkoa	68 años	2024	3.989,400226
Hombres	20 Gipuzkoa	68 años	2023	3.855,787837
Hombres	20 Gipuzkoa	68 años	2022	4.009,648520
Hombres	20 Gipuzkoa	69 años	2037	4.839,069394
Hombres	20 Gipuzkoa	69 años	2036	4.820,255309
Hombres	20 Gipuzkoa	69 años	2035	4.773,750357
Hombres	20 Gipuzkoa	69 años	2034	4.807,049319
Hombres	20 Gipuzkoa	69 años	2033	4.639,692042
Hombres	20 Gipuzkoa	69 años	2032	4.378,781460
Hombres	20 Gipuzkoa	69 años	2031	4.537,450561
Hombres	20 Gipuzkoa	69 años	2030	4.456,246089
Hombres	20 Gipuzkoa	69 años	2029	4.528,213271
Hombres	20 Gipuzkoa	69 años	2028	4.389,084208
Hombres	20 Gipuzkoa	69 años	2027	4.291,754640
Hombres	20 Gipuzkoa	69 años	2026	4.282,525646
Hombres	20 Gipuzkoa	69 años	2025	3.930,299894
Hombres	20 Gipuzkoa	69 años	2024	3.797,542223
Hombres	20 Gipuzkoa	69 años	2023	3.943,021342
Hombres	20 Gipuzkoa	69 años	2022	3.911,217432
Hombres	20 Gipuzkoa	70 años	2037	4.754,432677
Hombres	20 Gipuzkoa	70 años	2036	4.707,649743
Hombres	20 Gipuzkoa	70 años	2035	4.740,203930
Hombres	20 Gipuzkoa	70 años	2034	4.574,261925
Hombres	20 Gipuzkoa	70 años	2033	4.317,186874
Hombres	20 Gipuzkoa	70 años	2032	4.471,524419
Hombres	20 Gipuzkoa	70 años	2031	4.391,481500
Hombres	20 Gipuzkoa	70 años	2030	4.460,623152
Hombres	20 Gipuzkoa	70 años	2029	4.322,331398
Hombres	20 Gipuzkoa	70 años	2028	4.226,002748
Hombres	20 Gipuzkoa	70 años	2027	4.214,812673
Hombres	20 Gipuzkoa	70 años	2026	3.868,668404
Hombres	20 Gipuzkoa	70 años	2025	3.736,849798
Hombres	20 Gipuzkoa	70 años	2024	3.877,825228
Hombres	20 Gipuzkoa	70 años	2023	3.841,292952
Hombres	20 Gipuzkoa	70 años	2022	3.711,801270
Hombres	20 Gipuzkoa	71 años	2037	4.637,189195
Hombres	20 Gipuzkoa	71 años	2036	4.668,901462
Hombres	20 Gipuzkoa	71 años	2035	4.504,483047
Hombres	20 Gipuzkoa	71 años	2034	4.251,286328
Hombres	20 Gipuzkoa	71 años	2033	4.401,202654
Hombres	20 Gipuzkoa	71 años	2032	4.322,233167
Hombres	20 Gipuzkoa	71 años	2031	4.388,492912
Hombres	20 Gipuzkoa	71 años	2030	4.251,147664
Hombres	20 Gipuzkoa	71 años	2029	4.155,783025
Hombres	20 Gipuzkoa	71 años	2028	4.142,674372
Hombres	20 Gipuzkoa	71 años	2027	3.802,729352
Hombres	20 Gipuzkoa	71 años	2026	3.671,897819
Hombres	20 Gipuzkoa	71 años	2025	3.808,310864
Hombres	20 Gipuzkoa	71 años	2024	3.770,787841
Hombres	20 Gipuzkoa	71 años	2023	3.641,874312
Hombres	20 Gipuzkoa	71 años	2022	3.664,452219
Hombres	20 Gipuzkoa	72 años	2037	4.593,210073
Hombres	20 Gipuzkoa	72 años	2036	4.430,499589
Hombres	20 Gipuzkoa	72 años	2035	4.181,303535
Hombres	20 Gipuzkoa	72 años	2034	4.326,755544
Hombres	20 Gipuzkoa	72 años	2033	4.248,845450
Hombres	20 Gipuzkoa	72 años	2032	4.312,218754
Hombres	20 Gipuzkoa	72 años	2031	4.175,982420
Hombres	20 Gipuzkoa	72 años	2030	4.081,603614
Hombres	20 Gipuzkoa	72 años	2029	4.066,670591
Hombres	20 Gipuzkoa	72 años	2028	3.733,100031
Hombres	20 Gipuzkoa	72 años	2027	3.603,354194
Hombres	20 Gipuzkoa	72 años	2026	3.735,211008
Hombres	20 Gipuzkoa	72 años	2025	3.696,786853
Hombres	20 Gipuzkoa	72 años	2024	3.570,699584
Hombres	20 Gipuzkoa	72 años	2023	3.587,957154
Hombres	20 Gipuzkoa	72 años	2022	3.792,820452
Hombres	20 Gipuzkoa	73 años	2037	4.351,881199
Hombres	20 Gipuzkoa	73 años	2036	4.106,897118
Hombres	20 Gipuzkoa	73 años	2035	4.247,853131
Hombres	20 Gipuzkoa	73 años	2034	4.171,013224
Hombres	20 Gipuzkoa	73 años	2033	4.231,502978
Hombres	20 Gipuzkoa	73 años	2032	4.096,564734
Hombres	20 Gipuzkoa	73 años	2031	4.003,237679
Hombres	20 Gipuzkoa	73 años	2030	3.986,573128
Hombres	20 Gipuzkoa	73 años	2029	3.659,599703
Hombres	20 Gipuzkoa	73 años	2028	3.531,090315
Hombres	20 Gipuzkoa	73 años	2027	3.658,398876
Hombres	20 Gipuzkoa	73 años	2026	3.619,168622
Hombres	20 Gipuzkoa	73 años	2025	3.495,882982
Hombres	20 Gipuzkoa	73 años	2024	3.510,813773
Hombres	20 Gipuzkoa	73 años	2023	3.704,910339
Hombres	20 Gipuzkoa	73 años	2022	3.910,408598
Hombres	20 Gipuzkoa	74 años	2037	4.026,864874
Hombres	20 Gipuzkoa	74 años	2036	4.163,225402
Hombres	20 Gipuzkoa	74 años	2035	4.087,478134
Hombres	20 Gipuzkoa	74 años	2034	4.145,016151
Hombres	20 Gipuzkoa	74 años	2033	4.011,574050
Hombres	20 Gipuzkoa	74 años	2032	3.919,350962
Hombres	20 Gipuzkoa	74 años	2031	3.901,013364
Hombres	20 Gipuzkoa	74 años	2030	3.580,939229
Hombres	20 Gipuzkoa	74 años	2029	3.453,831753
Hombres	20 Gipuzkoa	74 años	2028	3.576,507550
Hombres	20 Gipuzkoa	74 años	2027	3.536,554008
Hombres	20 Gipuzkoa	74 años	2026	3.415,968085
Hombres	20 Gipuzkoa	74 años	2025	3.428,574773
Hombres	20 Gipuzkoa	74 años	2024	3.617,228500
Hombres	20 Gipuzkoa	74 años	2023	3.811,869849
Hombres	20 Gipuzkoa	74 años	2022	3.450,321362
Hombres	20 Gipuzkoa	75 años	2037	4.072,959693
Hombres	20 Gipuzkoa	75 años	2036	3.998,413482
Hombres	20 Gipuzkoa	75 años	2035	4.053,006855
Hombres	20 Gipuzkoa	75 años	2034	3.921,301119
Hombres	20 Gipuzkoa	75 años	2033	3.830,287587
Hombres	20 Gipuzkoa	75 años	2032	3.810,385648
Hombres	20 Gipuzkoa	75 años	2031	3.497,558687
Hombres	20 Gipuzkoa	75 años	2030	3.372,057688
Hombres	20 Gipuzkoa	75 años	2029	3.490,082604
Hombres	20 Gipuzkoa	75 años	2028	3.449,576302
Hombres	20 Gipuzkoa	75 años	2027	3.331,616959
Hombres	20 Gipuzkoa	75 años	2026	3.341,957211
Hombres	20 Gipuzkoa	75 años	2025	3.524,897064
Hombres	20 Gipuzkoa	75 años	2024	3.712,607642
Hombres	20 Gipuzkoa	75 años	2023	3.357,609170
Hombres	20 Gipuzkoa	75 años	2022	3.431,266480
Hombres	20 Gipuzkoa	76 años	2037	3.903,017624
Hombres	20 Gipuzkoa	76 años	2036	3.954,682678
Hombres	20 Gipuzkoa	76 años	2035	3.824,999399
Hombres	20 Gipuzkoa	76 años	2034	3.735,313039
Hombres	20 Gipuzkoa	76 años	2033	3.713,959334
Hombres	20 Gipuzkoa	76 años	2032	3.408,787324
Hombres	20 Gipuzkoa	76 años	2031	3.285,146300
Hombres	20 Gipuzkoa	76 años	2030	3.398,458350
Hombres	20 Gipuzkoa	76 años	2029	3.357,569400
Hombres	20 Gipuzkoa	76 años	2028	3.242,221809
Hombres	20 Gipuzkoa	76 años	2027	3.250,361738
Hombres	20 Gipuzkoa	76 años	2026	3.427,255862
Hombres	20 Gipuzkoa	76 años	2025	3.607,842919
Hombres	20 Gipuzkoa	76 años	2024	3.263,302817
Hombres	20 Gipuzkoa	76 años	2023	3.327,849059
Hombres	20 Gipuzkoa	76 años	2022	3.365,567639
Hombres	20 Gipuzkoa	77 años	2037	3.850,407871
Hombres	20 Gipuzkoa	77 años	2036	3.723,105534
Hombres	20 Gipuzkoa	77 años	2035	3.634,940969
Hombres	20 Gipuzkoa	77 años	2034	3.612,315637
Hombres	20 Gipuzkoa	77 años	2033	3.315,241188
Hombres	20 Gipuzkoa	77 años	2032	3.193,772972
Hombres	20 Gipuzkoa	77 años	2031	3.302,409445
Hombres	20 Gipuzkoa	77 años	2030	3.261,375641
Hombres	20 Gipuzkoa	77 años	2029	3.148,695115
Hombres	20 Gipuzkoa	77 años	2028	3.154,816761
Hombres	20 Gipuzkoa	77 años	2027	3.325,487380
Hombres	20 Gipuzkoa	77 años	2026	3.498,913691
Hombres	20 Gipuzkoa	77 años	2025	3.165,032200
Hombres	20 Gipuzkoa	77 años	2024	3.225,636365
Hombres	20 Gipuzkoa	77 años	2023	3.254,229833
Hombres	20 Gipuzkoa	77 años	2022	3.040,563467
Hombres	20 Gipuzkoa	78 años	2037	3.612,841952
Hombres	20 Gipuzkoa	78 años	2036	3.526,379019
Hombres	20 Gipuzkoa	78 años	2035	3.502,587332
Hombres	20 Gipuzkoa	78 años	2034	3.214,187484
Hombres	20 Gipuzkoa	78 años	2033	3.095,200350
Hombres	20 Gipuzkoa	78 años	2032	3.198,981127
Hombres	20 Gipuzkoa	78 años	2031	3.157,961969
Hombres	20 Gipuzkoa	78 años	2030	3.048,025258
Hombres	20 Gipuzkoa	78 años	2029	3.052,175285
Hombres	20 Gipuzkoa	78 años	2028	3.216,179187
Hombres	20 Gipuzkoa	78 años	2027	3.382,110468
Hombres	20 Gipuzkoa	78 años	2026	3.059,318065
Hombres	20 Gipuzkoa	78 años	2025	3.115,896900
Hombres	20 Gipuzkoa	78 años	2024	3.142,535888
Hombres	20 Gipuzkoa	78 años	2023	2.928,088673
Hombres	20 Gipuzkoa	78 años	2022	2.762,265243
Hombres	20 Gipuzkoa	79 años	2037	3.406,691597
Hombres	20 Gipuzkoa	79 años	2036	3.381,794300
Hombres	20 Gipuzkoa	79 años	2035	3.102,811050
Hombres	20 Gipuzkoa	79 años	2034	2.986,611561
Hombres	20 Gipuzkoa	79 años	2033	3.085,191184
Hombres	20 Gipuzkoa	79 años	2032	3.044,256225
Hombres	20 Gipuzkoa	79 años	2031	2.937,164954
Hombres	20 Gipuzkoa	79 años	2030	2.939,297896
Hombres	20 Gipuzkoa	79 años	2029	3.095,924268
Hombres	20 Gipuzkoa	79 años	2028	3.253,777854
Hombres	20 Gipuzkoa	79 años	2027	2.942,721515
Hombres	20 Gipuzkoa	79 años	2026	2.995,048459
Hombres	20 Gipuzkoa	79 años	2025	3.019,437195
Hombres	20 Gipuzkoa	79 años	2024	2.812,173801
Hombres	20 Gipuzkoa	79 años	2023	2.651,306324
Hombres	20 Gipuzkoa	79 años	2022	2.319,030844
Hombres	20 Gipuzkoa	80 años	2037	3.253,183296
Hombres	20 Gipuzkoa	80 años	2036	2.984,396004
Hombres	20 Gipuzkoa	80 años	2035	2.871,477070
Hombres	20 Gipuzkoa	80 años	2034	2.964,893435
Hombres	20 Gipuzkoa	80 años	2033	2.924,390512
Hombres	20 Gipuzkoa	80 años	2032	2.820,499444
Hombres	20 Gipuzkoa	80 años	2031	2.820,903423
Hombres	20 Gipuzkoa	80 años	2030	2.970,094367
Hombres	20 Gipuzkoa	80 años	2029	3.119,940595
Hombres	20 Gipuzkoa	80 años	2028	2.821,216252
Hombres	20 Gipuzkoa	80 años	2027	2.869,560619
Hombres	20 Gipuzkoa	80 años	2026	2.891,938543
Hombres	20 Gipuzkoa	80 años	2025	2.692,419971
Hombres	20 Gipuzkoa	80 años	2024	2.537,869736
Hombres	20 Gipuzkoa	80 años	2023	2.216,316491
Hombres	20 Gipuzkoa	80 años	2022	2.075,271773
Hombres	20 Gipuzkoa	81 años	2037	2.853,813278
Hombres	20 Gipuzkoa	81 años	2036	2.744,567162
Hombres	20 Gipuzkoa	81 años	2035	2.832,375456
Hombres	20 Gipuzkoa	81 años	2034	2.792,392458
Hombres	20 Gipuzkoa	81 años	2033	2.691,965304
Hombres	20 Gipuzkoa	81 años	2032	2.690,551439
Hombres	20 Gipuzkoa	81 años	2031	2.831,542935
Hombres	20 Gipuzkoa	81 años	2030	2.972,656909
Hombres	20 Gipuzkoa	81 años	2029	2.687,255399
Hombres	20 Gipuzkoa	81 años	2028	2.731,313629
Hombres	20 Gipuzkoa	81 años	2027	2.751,415407
Hombres	20 Gipuzkoa	81 años	2026	2.560,343435
Hombres	20 Gipuzkoa	81 años	2025	2.412,608651
Hombres	20 Gipuzkoa	81 años	2024	2.105,600796
Hombres	20 Gipuzkoa	81 años	2023	1.966,115637
Hombres	20 Gipuzkoa	81 años	2022	2.188,447238
Hombres	20 Gipuzkoa	82 años	2037	2.609,575302
Hombres	20 Gipuzkoa	82 años	2036	2.691,622573
Hombres	20 Gipuzkoa	82 años	2035	2.652,370894
Hombres	20 Gipuzkoa	82 años	2034	2.555,726195
Hombres	20 Gipuzkoa	82 años	2033	2.552,609364
Hombres	20 Gipuzkoa	82 años	2032	2.685,082492
Hombres	20 Gipuzkoa	82 años	2031	2.817,210376
Hombres	20 Gipuzkoa	82 años	2030	2.545,863549
Hombres	20 Gipuzkoa	82 años	2029	2.585,661491
Hombres	20 Gipuzkoa	82 años	2028	2.603,511593
Hombres	20 Gipuzkoa	82 años	2027	2.421,449455
Hombres	20 Gipuzkoa	82 años	2026	2.280,950992
Hombres	20 Gipuzkoa	82 años	2025	1.989,376177
Hombres	20 Gipuzkoa	82 años	2024	1.856,062896
Hombres	20 Gipuzkoa	82 años	2023	2.064,089032
Hombres	20 Gipuzkoa	82 años	2022	1.592,298312
Hombres	20 Gipuzkoa	83 años	2037	2.541,862347
Hombres	20 Gipuzkoa	83 años	2036	2.503,531902
Hombres	20 Gipuzkoa	83 años	2035	2.411,001710
Hombres	20 Gipuzkoa	83 años	2034	2.406,270898
Hombres	20 Gipuzkoa	83 años	2033	2.529,830109
Hombres	20 Gipuzkoa	83 años	2032	2.652,631179
